Date (UTC)	SHA256 hash	Type	Signature	Tags	Reporter	DL
2023-12-06 23:18	dd03c4fca5313ff02b2cdeccab3b90ef0c51a6a6122cc7c0e92629f9197b0dae	Executable exe	RedLineStealer	32 exe RedLineStealer trojan	 zbetcheckin	
2023-12-06 22:35	0242eddb9768c2a6d56474f89f628768e59609b44d7cc86c9fa08b705ca8961a	Executable exe	RedLineStealer	32 exe RedLineStealer trojan	 zbetcheckin	
2023-12-06 22:25	57f5e5fbf74863539d3ac33052b1535d873f8f77d3c95b081bb3892242686735	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-06 21:15	b64ff9e441be1386300550bfd3f41bae61bebee22c9f858cedcb57d3e143f98a	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-06 21:07	a54ef7e65b902e85a194b8d634e22514117144b2512c6274974fce37f3600149	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 19:50	8c062a386c48015cda3a3c81edb65e0f0260bbd76d09bbc1e2d5e52b181c00b0	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-06 19:30	483ade9aec3485169a01a388187e6e9875eaa7e78720c12c2d83daf6cf9e5e92	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 16:53	4906f727709a2acc63c9a01b56a66e1a29703e259d26f8dbde9b40426385c0bc	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 14:58	2291965dc164bcb583972b38ed7624e00da9624fae8a8dbd923b291c0e16ce5c	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 13:24	498eacbcf67486245f6a5ef60f9fbae419d2362f1eb783718648c34b85964632	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 10:54	3fec2deb427250097c9e53280c4c1262c44925da4249eccea323db5eb803fd65	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 06:31	ebf6e0a476b8d884253e4c5ca8f5408f9d896e507494f7f1ca5bdaa08904a701	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 06:30	b18490bf2dfd6c2894b72cf4890a925c63d7c2447eea05dd75a1bb66b8343242	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-06 05:05	a82d16195486846d8079720f94ffdca4e038f5b31011ebdf5881691b151d7001	Executable exe	RedLineStealer	32 exe RedLineStealer trojan	 zbetcheckin	
2023-12-06 04:31	e50950201f86f21fbb0a132c02dd9f3a0060f36c6cff428144c6309381596dc9	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-06 04:00	7353715b5f351317ea886dc024d9480ffdbc4566a85dabc2f76858f5862e8e6f	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-06 02:21	9edcd387decaca808d976504370b06f8afe76bf6612d294c9b537680ff482bd6	Executable exe	RedLineStealer	exe RedLineStealer	 UkyKnight	
2023-12-06 02:21	80c582b105bd6ce588a7eec20fbf73a288d28a2404650b79b96c25c82d885300	Executable exe	RedLineStealer	exe RedLineStealer	 UkyKnight	
2023-12-06 02:20	8c05f312dbdac6966c392318cb7424050cdf326160be28041ff65da5ac7504ed	Executable exe	RedLineStealer	exe RedLineStealer	 UkyKnight	
2023-12-06 02:20	7de2ca4a5a35342f0344b2378ccdf91c140dc94516787248fc17bd39c12cd4a8	Executable exe	RedLineStealer	exe RedLineStealer	 UkyKnight	
2023-12-06 00:35	1a46e6e32088d0c791249c4499019ad68d13c8de72f2b1a36cb8a5bb46e9c4f2	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-05 22:36	a5642614a3c611cc8441c535860ea4159e514b2ff47aafe98847e721f034b083	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-05 22:08	b33ef15a2be180a13a45a7ffc78b715bc9588aa5e360b8dc7b28cdbc1a3ec19c	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-05 21:12	da30ca4c4e4a7891fe3a038c26ddb68e35bdb71ff5651bb8f1087f116ad834da	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-05 19:10	225eeb298d28a7d04ba2e27a09f69c20bdade5d1f8755a680a7a3380ca757e25	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-05 16:45	f1bcccd8f101b58cff28e6b38c98a1458e557c7eeab60364ab45063df3e22ae2	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-05 16:00	b2ea891595823ce0ccc4f4352bd96bd9440d612a7fe3339868ec529983e9a3c3	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-05 15:30	933e03068aefe5bfdadff629fff86a20dbccf7d961f0eca1297b084b5a1d26b5	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-05 12:52	fcb96d7f049cde3e1e82c7e9d4baa21e1cac81a1143de79e3dea03eef4af1f31	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-05 09:17	bd301937f47e25a1fc6eaa2e038399fa75d7a5e223802703d8d30663145d08d4	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-05 07:33	c2b2f7b0df6afbfff18ac81be6bb28c5866033789f999ea7c8c3104a9c1e1d86	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-05 06:41	61041f4751518a445e2300c2fd199ec4ccf147dee53c432fbb9e8b36558208bc	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-05 04:50	ab6b120857e29436e54c4ae4acfd092fe86fc6632decf1dd99d1c5662573804a	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-05 04:33	ac2f93660b0a9ad487fe8351cc7638a71d0ebb8fc9ef5e8ae7b4fe683a7daad3	 zip	Vidar	bookinggoogledrive file-pumped RedLineStealer vidar zip	 JAMESWT_MHT	
2023-12-05 04:33	374cfebb3316b13c03d0e6ed10f9875ab59f29432857cadabbc558fce6976988	 zip	Vidar	file-pumped pw-501949 RedLineStealer vidar zip	 JAMESWT_MHT	
2023-12-05 04:14	48f778119eba999834566c6dd36e1b3b407d8549805248cf50fd36d9febc6c5b	Executable exe	RedLineStealer	bookinggoogledrive exe RedLineStealer	 JAMESWT_MHT	
2023-12-04 23:50	b1bb3ceaada5d327e792e08ebf4b09f96573b3d320d5f9dda3050ea3e2f23cc2	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-04 23:01	0f974de4073e046d4ca07c4cbae873fa5913a795e191b5a601ec2db239d152db	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-04 22:37	e5525c0cc38c18efafa4e48acd35b106ee0debd8c4ab1f45c6e64866ba8b6dbb	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-04 20:00	f674ab963f396887654d68c621609c782b222c8dc6d8935255d9716fdd385104	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-04 18:51	ae686f55ab125bdb9989ddec44478c68c481f1a3982b858862db9dfa79643ef2	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-04 17:09	ebd12f0c74d4a3ac13e99aab8cbe33362bd4c41974a2c0a9b5bb2fb67563411b	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-04 14:59	940c700e6d9796aff9e533e8a52148bd6acc36847a1a79950684cdea25e7208e	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-04 08:10	a1000777e9da1f7a7965fbc385a9f044c7d892a9494e864fe5a9cfd502dda96e	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-04 06:53	37a99d710fddb47317231a3717387f98d7a0d37ca172b7ad327a9b4af3c73851	Executable exe	RedLineStealer	exe RedLineStealer	 maikxchd	
2023-12-04 06:50	20a3737245ed1fb3613e55c9d02dc0655dacd3da3652fe7a41bc9404c376f22d	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-04 06:15	107bee5a8a00de48fdf713dee1faf12742b7c7e1df86cc79ae2ecf985ba4c377	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-04 03:45	59fd5e05b0f86df3f9ea724f6dd7d117640b50544b45c90a5d27df23afa46edc	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-03 23:10	6ffe0dd653b65119676d6b1398831d1a4866dbdb14396692d2e3d422b22f1b37	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-03 15:27	c9e8cc72c922772f904653d0cf4a73721b1ce8ea669cc5f794609c8ab5384af2	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-03 13:52	3dd376b63907290731fa42c36cc945330b979df9b4c41e1629f6ce34c4938c35	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-03 13:50	48af64cccf2ef6b62ad09b5cac6a33504ef6ff4826465b30eb9bb6bf45bdf536	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-03 13:10	035f228a83a0116c4ec59158d58628c3c7ddd8838d0ad3ff6d1566a90f6a609d	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-03 10:25	c2d02cf4cbf2a8ec6d2db0757d731710af1c1ffeb324ba5b99283aae7ed359e7	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-03 09:44	cff732bc93170b3e756791e35aa5608cfa73f1945a914cb7ca91e65cc754cb1b	Executable exe	RedLineStealer	32 exe RedLineStealer trojan	 zbetcheckin	
2023-12-03 09:35	7f6a7734403159a90b94f376d2609930cb839695a7dc04234d92c6ac1b203a05	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-03 09:17	c3f2ca14e9ef4ca84c0ad691af75d2baff5bb72fcf1b3ed83ff6497df07286ea	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-03 04:39	f4b8b3072c3d3144e7205bbe45f0fe5a0c5094a6de84984d02adc3987af83423	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-02 22:02	622c4d7de8f68d445b84f9d3a4b07247519033c1f18a4a69be435b448eb42da2	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-02 21:46	f421c256d4de1a3dfa74bbb4b48e0376bdc2ee18fa3808dcca085621fdde46f4	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-02 16:32	6099a5fd14f85882979eeeaf57950a49ac024d9e3f690b716f932fb2267cc48c	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-02 14:09	816ef79407345572068c2895b2b997a00001449ca6209b40713c370fbf927e13	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-02 12:32	acfa700a776ef8622839fd22f3bcca3e7183e3ee2e21473ca0d9ccdc895c4afd	Executable exe	RedLineStealer	exe RedLineStealer signed	 SecuriteInfoCom	
2023-12-02 10:26	39055333661dcb5d7656f182ecdde893d427d15adc06f7450ec9efdf201a7186	Microsoft Software Installer (MSI) msi	LummaStealer	Downloader lua LummaStealer msi RedLineStealer Tasker	 Xev	
2023-12-02 05:05	ae8ce1b7f5ca5b5fdfdc1ce20dda05107ad1c2970f3f7e4dc55a831be91f07f7	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-02 05:00	3916821f7bd3d5bd8731777ecf318d11ca5555ba1329f10c87fc51f986e40ce6	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-02 03:43	9a82f04f852e2f8553d3266306496aa6373cf9330ac10d5064b5f12295def0aa	Executable exe	RedLineStealer	32 exe RedLineStealer signed trojan	 zbetcheckin	
2023-12-02 02:20	33a302ebe74f765303611a1247aace6d7a4fd6f6251d5ad8e30c3288fe38e1d8	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-01 18:03	fef6d24e7083f617789a51d353d5b1bea8700c5eafae1ea9e64de6d2caba2a0e	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-01 17:35	9c22666893cdbbff85b24d18e4cdda6b5e6d11679c1bd01dfbb38c7e82014e6e	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-01 14:37	793002404c567d5d433cbf47625e9ee1da70c33b454c33fde052a6ee04367dec	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-01 12:46	586020db0bcf7bc5ade93c0a3bddb7c0b4a425c78489e5b87c84f9cb18263534	Microsoft Software Installer (MSI) msi	LummaStealer	Downloader lua LummaStealer msi RedLineStealer Stealc Tasker	 Xev	
2023-12-01 12:41	e07e69559c0b24d62ec790b84075f18c9fa8480780eb8abe7d3bc10897a86a78	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-12-01 08:35	64dd2b0b471dcec3c1868a9d6a0d27eee4f0257d32654b32223033390e17f645	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-12-01 04:05	b94e542ed8b73ece3f4c01eaeccc5855ed0f3c4e04bdbd95cc1fc592b1aa0bf9	Executable exe	RedLineStealer	32 exe RedLineStealer trojan	 zbetcheckin	
2023-12-01 04:05	818548554a542cca316c3c496473effc71bc26da3bdb9a7c72d4f955dc29f9c8	Executable exe	RedLineStealer	32 exe RedLineStealer trojan	 zbetcheckin	
2023-11-30 22:37	c4a2bd3df0baa880dbd6098e0039a4208205c9a021d673e5f5236cf4e8d4175a	Microsoft Software Installer (MSI) msi	LummaStealer	Downloader lua LummaStealer msi RedLineStealer Tasker	 Xev	
2023-11-30 20:31	b32c74ea9dd6c692ce65a752f9125c46329083d2bb96ef09f7128d67f6e87c84	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-11-30 13:35	ce6aeb32e93394766211563d6e9d7aa28460ca548221906220a9e3173e79f9ff	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-11-30 12:25	c5707c6f38e6a5dc4f5a50f3dfb21810a94e4bd09863b915ce1c4fdfdfe91b7b	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-11-30 11:55	1f4bcad1edad0cae8ac0ad13beeb3ba0915057fdd5d26c0af51df0300a127a09	Executable exe	RedLineStealer	exe RedLineStealer	 Xev	
2023-11-30 10:22	e02f0b527a00ba129c965ddf582d858db32b42b651ab231d76b2dd90f2a6f71b	Executable exe	RedLineStealer	exe RedLineStealer signed	 andretavare5	
2023-11-29 22:03	80ccc5b03bcbf6f96f5a68989000dd9697800a42667c6d4ca3052fc3974e615d	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-11-29 20:35	195dd99206038749d91be4b7d7446266abb31e0e5dd695eb5bd908e04eb20331	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-11-29 20:26	25d18c69efcb91e12f5ba3ad9d7af50ae7ef821b045ee3786f6d30f7668edd48	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-11-29 20:18	cdf64a111349a82f90434e360e6312f107a45a6dafa24f8fcddb497e1584ee79	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-11-29 19:52	ecef2bdd7882f6d92488bcee21e5b9348015b70d6f5e8da86b072b1f09727f54	Executable exe	RedLineStealer	exe RedLineStealer	 andretavare5	
2023-11-29 19:47	ab587ec77a9e94dade364297b62bc9f7c121351e5d86acd86ffd0c85386e5ea9	Executable exe	RedLineStealer	exe RedLineStealer signed	 andretavare5	
2023-11-29 17:45	beaf8a27e330baa29d07f8cc8151d1846087966d41cb524170205974b31cfb00	Executable exe	RedLineStealer	exe RedLineStealer	 Xev	
2023-11-29 17:44	69c551761dd5854d5a7dd7982f48f6f193336bdb72799ba8c53af5765c846d38	 rar	RedLineStealer	pw-123 rar RedLineStealer	 Xev	
2023-11-29 17:10	4c2259bad0d965dd619a39ab78793890e5433abc7b81e8faed67bde00e337599	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
2023-11-29 15:05	86c5161f5f85545822b070a1062971091fc638b8a8ea6bd5472e5208656279b2	Executable exe	RedLineStealer	exe RedLineStealer	 abuse_ch	
